protein,RNA line ab,binary_RNA line ab
9606.ENSP00000261921,0.3,1
9606.ENSP00000261937,3.4,1
9606.ENSP00000261942,57.8,1
9606.ENSP00000261965,27.8,1
9606.ENSP00000261973,100.9,1
9606.ENSP00000261978,0.2,1
9606.ENSP00000261980,0.1,1
9606.ENSP00000261994,2.2,1
9606.ENSP00000262013,48.5,1
9606.ENSP00000262018,0,0
9606.ENSP00000262027,226,1
9606.ENSP00000262030,1378.1,1
9606.ENSP00000262031,7.8,1
9606.ENSP00000262032,1.5,1
9606.ENSP00000262039,22.1,1
9606.ENSP00000262041,0,0
9606.ENSP00000262043,27.7,1
9606.ENSP00000262053,24.9,1
9606.ENSP00000262065,18.8,1
9606.ENSP00000262067,56.2,1
9606.ENSP00000262094,0.2,1
9606.ENSP00000262096,32.2,1
9606.ENSP00000262101,0.7,1
9606.ENSP00000262102,30.8,1
9606.ENSP00000262103,0,0
9606.ENSP00000262105,278.7,1
9606.ENSP00000262109,21.7,1
9606.ENSP00000262113,0,0
9606.ENSP00000262120,57.1,1
9606.ENSP00000262126,6.8,1
9606.ENSP00000262127,12.1,1
9606.ENSP00000262133,17.9,1
9606.ENSP00000262134,2.2,1
9606.ENSP00000262138,0.1,1
9606.ENSP00000262139,3.3,1
9606.ENSP00000262144,21.7,1
9606.ENSP00000262146,44.3,1
9606.ENSP00000262150,0,0
9606.ENSP00000262158,6.1,1
9606.ENSP00000262160,77.2,1
9606.ENSP00000262177,87.3,1
9606.ENSP00000262178,0,0
9606.ENSP00000262186,3.1,1
9606.ENSP00000262187,126.3,1
9606.ENSP00000262188,15.7,1
9606.ENSP00000262189,14.3,1
9606.ENSP00000262193,446,1
9606.ENSP00000262198,35.4,1
9606.ENSP00000262207,11.3,1
9606.ENSP00000262209,0,0
9606.ENSP00000262210,11.4,1
9606.ENSP00000262213,67.6,1
9606.ENSP00000262215,23.5,1
9606.ENSP00000262219,0,0
9606.ENSP00000262225,181.8,1
9606.ENSP00000262231,1.9,1
9606.ENSP00000262238,72.6,1
9606.ENSP00000262241,26.2,1
9606.ENSP00000262244,16.7,1
9606.ENSP00000262259,6.8,1
9606.ENSP00000262262,0,0
9606.ENSP00000262265,44.8,1
9606.ENSP00000262288,22,1
9606.ENSP00000262290,0,0
9606.ENSP00000262291,62.4,1
9606.ENSP00000262293,67,1
9606.ENSP00000262294,31.5,1
9606.ENSP00000262300,15.7,1
9606.ENSP00000262301,2.9,1
9606.ENSP00000262302,10.8,1
9606.ENSP00000262304,1.4,1
9606.ENSP00000262305,8.9,1
9606.ENSP00000262306,146.4,1
9606.ENSP00000262315,1.2,1
9606.ENSP00000262316,4.8,1
9606.ENSP00000262319,6.3,1
9606.ENSP00000262320,21.1,1
9606.ENSP00000262340,0,0
9606.ENSP00000262345,1.2,1
9606.ENSP00000262352,3.6,1
9606.ENSP00000262365,0.9,1
9606.ENSP00000262366,1.2,1
9606.ENSP00000262367,45.7,1
9606.ENSP00000262370,26,1
9606.ENSP00000262374,30.1,1
9606.ENSP00000262375,55.7,1
9606.ENSP00000262384,7.5,1
9606.ENSP00000262394,40,1
9606.ENSP00000262395,39.1,1
9606.ENSP00000262406,0,0
9606.ENSP00000262407,1.8,1
9606.ENSP00000262415,65.9,1
9606.ENSP00000262418,0,0
9606.ENSP00000262419,22.6,1
9606.ENSP00000262424,0.1,1
9606.ENSP00000262426,2.2,1
9606.ENSP00000262428,61.3,1
9606.ENSP00000262430,1.4,1
9606.ENSP00000262432,13.2,1
9606.ENSP00000262435,16,1
9606.ENSP00000262441,0,0
9606.ENSP00000262442,0.4,1
9606.ENSP00000262450,0.1,1
9606.ENSP00000262455,25.7,1
9606.ENSP00000262457,8.8,1
9606.ENSP00000262460,40.9,1
9606.ENSP00000262461,12.7,1
9606.ENSP00000262462,1.6,1
9606.ENSP00000262482,103.2,1
9606.ENSP00000262483,0.3,1
9606.ENSP00000262487,0,0
9606.ENSP00000262494,4.9,1
9606.ENSP00000262498,70.7,1
9606.ENSP00000262506,41.6,1
9606.ENSP00000262507,52.8,1
9606.ENSP00000262510,2.4,1
9606.ENSP00000262518,37.7,1
9606.ENSP00000262519,15,1
9606.ENSP00000262525,11.7,1
9606.ENSP00000262545,0,0
9606.ENSP00000262547,5.5,1
9606.ENSP00000262551,0,0
9606.ENSP00000262554,49.7,1
9606.ENSP00000262570,117,1
9606.ENSP00000262577,4.1,1
9606.ENSP00000262584,263.8,1
9606.ENSP00000262585,4.2,1
9606.ENSP00000262593,0,0
9606.ENSP00000262613,69.8,1
9606.ENSP00000262622,0.1,1
9606.ENSP00000262623,0,0
9606.ENSP00000262626,0,0
9606.ENSP00000262629,0,0
9606.ENSP00000262633,44.8,1
9606.ENSP00000262640,47.6,1
9606.ENSP00000262643,28.8,1
9606.ENSP00000262644,31.8,1
9606.ENSP00000262646,55.4,1
9606.ENSP00000262648,0,0
9606.ENSP00000262653,5.4,1
9606.ENSP00000262659,0.1,1
9606.ENSP00000262662,71.4,1
9606.ENSP00000262710,167.4,1
9606.ENSP00000262713,54.9,1
9606.ENSP00000262715,3.5,1
9606.ENSP00000262717,0,0
9606.ENSP00000262719,10.5,1
9606.ENSP00000262726,0,0
9606.ENSP00000262738,7.5,1
9606.ENSP00000262741,16.9,1
9606.ENSP00000262746,1640.2,1
9606.ENSP00000262752,6.4,1
9606.ENSP00000262753,5.1,1
9606.ENSP00000262764,19.8,1
9606.ENSP00000262765,4,1
9606.ENSP00000262768,29.1,1
9606.ENSP00000262776,53.6,1
9606.ENSP00000262794,0,0
9606.ENSP00000262809,4.7,1
9606.ENSP00000262811,3.4,1
9606.ENSP00000262812,82.5,1
9606.ENSP00000262815,15.5,1
9606.ENSP00000262839,0,0
9606.ENSP00000262843,4.1,1
9606.ENSP00000262844,22.7,1
9606.ENSP00000262848,21.1,1
9606.ENSP00000262850,9.1,1
9606.ENSP00000262865,0,0
9606.ENSP00000262866,0,0
9606.ENSP00000262873,0,0
9606.ENSP00000262878,34.7,1
9606.ENSP00000262879,22.6,1
9606.ENSP00000262887,33.2,1
9606.ENSP00000262888,0,0
9606.ENSP00000262891,26.4,1
9606.ENSP00000262894,5,1
9606.ENSP00000262895,0.2,1
9606.ENSP00000262903,2.8,1
9606.ENSP00000262904,37.8,1
9606.ENSP00000262915,2.8,1
9606.ENSP00000262916,1.8,1
9606.ENSP00000262919,15,1
9606.ENSP00000262932,13,1
9606.ENSP00000262940,0.6,1
9606.ENSP00000262942,208,1
9606.ENSP00000262947,88.6,1
9606.ENSP00000262948,74.2,1
9606.ENSP00000262958,0,0
9606.ENSP00000262960,35.9,1
9606.ENSP00000262961,1.3,1
9606.ENSP00000262962,26.1,1
9606.ENSP00000262965,87.9,1
9606.ENSP00000262971,10,1
9606.ENSP00000262982,270.7,1
9606.ENSP00000262990,52.6,1
9606.ENSP00000262995,16.2,1
9606.ENSP00000262999,3.3,1
9606.ENSP00000263025,53.3,1
9606.ENSP00000263026,0.2,1
9606.ENSP00000263035,31.6,1
9606.ENSP00000263038,20.5,1
9606.ENSP00000263054,0,0
9606.ENSP00000263056,8.4,1
9606.ENSP00000263062,12.1,1
9606.ENSP00000263063,31.1,1
9606.ENSP00000263071,0,0
9606.ENSP00000263073,23.5,1
9606.ENSP00000263080,0.3,1
9606.ENSP00000263083,20.7,1
9606.ENSP00000263087,0,0
9606.ENSP00000263088,13.9,1
9606.ENSP00000263092,30.2,1
9606.ENSP00000263093,11,1
9606.ENSP00000263094,1.3,1
9606.ENSP00000263095,0,0
9606.ENSP00000263097,123.9,1
9606.ENSP00000263100,0,0
9606.ENSP00000263102,37.7,1
9606.ENSP00000263116,0.3,1
9606.ENSP00000263121,6.9,1
9606.ENSP00000263125,3.3,1
9606.ENSP00000263160,0,0
9606.ENSP00000263168,199.9,1
9606.ENSP00000263174,0,0
9606.ENSP00000263177,1.7,1
9606.ENSP00000263181,23.4,1
9606.ENSP00000263182,0,0
9606.ENSP00000263187,0,0
9606.ENSP00000263196,24.2,1
9606.ENSP00000263202,131.5,1
9606.ENSP00000263205,22.1,1
9606.ENSP00000263207,0.9,1
9606.ENSP00000263208,46.4,1
9606.ENSP00000263209,18.4,1
9606.ENSP00000263212,8.3,1
9606.ENSP00000263228,41.5,1
9606.ENSP00000263233,3.1,1
9606.ENSP00000263238,262.3,1
9606.ENSP00000263239,120.3,1
9606.ENSP00000263245,18.7,1
9606.ENSP00000263246,42.5,1
9606.ENSP00000263253,48.1,1
9606.ENSP00000263256,45.7,1
9606.ENSP00000263257,1.3,1
9606.ENSP00000263265,3.5,1
9606.ENSP00000263266,0.1,1
9606.ENSP00000263269,0.1,1
9606.ENSP00000263270,144.9,1
9606.ENSP00000263274,24.7,1
9606.ENSP00000263277,1.5,1
9606.ENSP00000263278,1.3,1
9606.ENSP00000263285,0,0
9606.ENSP00000263314,0,0
9606.ENSP00000263317,0,0
9606.ENSP00000263321,0,0
9606.ENSP00000263326,0.1,1
9606.ENSP00000263334,1.6,1
9606.ENSP00000263339,0,0
9606.ENSP00000263341,0,0
9606.ENSP00000263346,45.7,1
9606.ENSP00000263354,77.7,1
9606.ENSP00000263360,48.7,1
9606.ENSP00000263368,30.4,1
9606.ENSP00000263369,0.4,1
9606.ENSP00000263370,7.3,1
9606.ENSP00000263372,4.2,1
9606.ENSP00000263373,0,0
9606.ENSP00000263377,30.8,1
9606.ENSP00000263379,5.1,1
9606.ENSP00000263381,12.5,1
9606.ENSP00000263382,41.8,1
9606.ENSP00000263383,20.9,1
9606.ENSP00000263384,122.4,1
9606.ENSP00000263388,12.1,1
9606.ENSP00000263390,5.9,1
9606.ENSP00000263401,64,1
9606.ENSP00000263408,0,0
9606.ENSP00000263409,5.5,1
9606.ENSP00000263413,0,0
9606.ENSP00000263431,1,1
9606.ENSP00000263433,12.6,1
9606.ENSP00000263461,29.1,1
9606.ENSP00000263464,0.1,1
9606.ENSP00000263468,0.7,1
9606.ENSP00000263512,24.4,1
9606.ENSP00000263519,0,0
9606.ENSP00000263549,5.4,1
9606.ENSP00000263556,38.3,1
9606.ENSP00000263563,11.9,1
9606.ENSP00000263574,229.1,1
9606.ENSP00000263576,1.2,1
9606.ENSP00000263578,51.7,1
9606.ENSP00000263579,14.4,1
9606.ENSP00000263593,12.8,1
9606.ENSP00000263598,0,0
9606.ENSP00000263610,0,0
9606.ENSP00000263620,7,1
9606.ENSP00000263629,55.2,1
9606.ENSP00000263635,5.9,1
9606.ENSP00000263636,0,0
9606.ENSP00000263640,10.5,1
9606.ENSP00000263642,1.1,1
9606.ENSP00000263645,167.3,1
9606.ENSP00000263650,1.3,1
9606.ENSP00000263655,0.7,1
9606.ENSP00000263657,60.6,1
9606.ENSP00000263663,26.9,1
9606.ENSP00000263665,0.4,1
9606.ENSP00000263666,0,0
9606.ENSP00000263671,0,0
9606.ENSP00000263672,187.3,1
9606.ENSP00000263674,8.1,1
9606.ENSP00000263681,36.3,1
9606.ENSP00000263686,0,0
9606.ENSP00000263694,145.7,1
9606.ENSP00000263697,88.4,1
9606.ENSP00000263702,5.4,1
9606.ENSP00000263707,4.4,1
9606.ENSP00000263708,4.4,1
9606.ENSP00000263710,26.1,1
9606.ENSP00000263713,32.4,1
9606.ENSP00000263726,2.1,1
9606.ENSP00000263733,29,1
9606.ENSP00000263734,0.6,1
9606.ENSP00000263735,4.6,1
9606.ENSP00000263736,19,1
9606.ENSP00000263753,28.7,1
9606.ENSP00000263754,9.4,1
9606.ENSP00000263773,15.8,1
9606.ENSP00000263774,81.7,1
9606.ENSP00000263776,2.4,1
9606.ENSP00000263780,31.6,1
9606.ENSP00000263791,41.1,1
9606.ENSP00000263795,42.4,1
9606.ENSP00000263798,23.3,1
9606.ENSP00000263800,2.6,1
9606.ENSP00000263805,28.3,1
9606.ENSP00000263816,0.4,1
9606.ENSP00000263817,0,0
9606.ENSP00000263826,16.3,1
9606.ENSP00000263847,45.4,1
9606.ENSP00000263849,7,1
9606.ENSP00000263851,0.1,1
9606.ENSP00000263857,46.6,1
9606.ENSP00000263863,0,0
9606.ENSP00000263864,2.4,1
9606.ENSP00000263867,0.2,1
9606.ENSP00000263881,39,1
9606.ENSP00000263897,9.7,1
9606.ENSP00000263904,8,1
9606.ENSP00000263915,0.8,1
9606.ENSP00000263918,21.4,1
9606.ENSP00000263921,17.9,1
9606.ENSP00000263923,0,0
9606.ENSP00000263925,0,0
9606.ENSP00000263932,0,0
9606.ENSP00000263934,58.9,1
9606.ENSP00000263946,0,0
9606.ENSP00000263955,4.7,1
9606.ENSP00000263956,24.4,1
9606.ENSP00000263960,15.3,1
9606.ENSP00000263966,21.4,1
9606.ENSP00000263967,8.4,1
9606.ENSP00000263974,45.7,1
9606.ENSP00000263980,9.8,1
9606.ENSP00000263985,34.5,1
9606.ENSP00000263991,35.1,1
9606.ENSP00000263997,15.6,1
9606.ENSP00000264001,70.5,1
9606.ENSP00000264005,3.1,1
9606.ENSP00000264009,0.4,1
9606.ENSP00000264010,65.3,1
9606.ENSP00000264012,2.6,1
9606.ENSP00000264020,26.7,1
9606.ENSP00000264025,32.5,1
9606.ENSP00000264027,59.2,1
9606.ENSP00000264028,160.5,1
9606.ENSP00000264029,0,0
9606.ENSP00000264031,0,0
9606.ENSP00000264033,18.4,1
9606.ENSP00000264036,38.3,1
9606.ENSP00000264039,11.7,1
9606.ENSP00000264042,35,1
9606.ENSP00000264047,0,0
9606.ENSP00000264051,11.6,1
9606.ENSP00000264057,2.4,1
9606.ENSP00000264059,19,1
9606.ENSP00000264065,26.5,1
9606.ENSP00000264071,58.3,1
9606.ENSP00000264072,0,0
9606.ENSP00000264079,9.5,1
9606.ENSP00000264080,24.7,1
9606.ENSP00000264093,85.4,1
9606.ENSP00000264094,2.8,1
9606.ENSP00000264108,116.7,1
9606.ENSP00000264110,26.9,1
9606.ENSP00000264122,1.5,1
9606.ENSP00000264144,0.1,1
9606.ENSP00000264151,15,1
9606.ENSP00000264156,136.7,1
9606.ENSP00000264157,17,1
9606.ENSP00000264159,2.4,1
9606.ENSP00000264161,94.9,1
9606.ENSP00000264162,0,0
9606.ENSP00000264167,64.4,1
9606.ENSP00000264170,0.1,1
9606.ENSP00000264183,16.4,1
9606.ENSP00000264187,36.3,1
9606.ENSP00000264192,0,0
9606.ENSP00000264193,24.9,1
9606.ENSP00000264198,32.9,1
9606.ENSP00000264218,46.1,1
9606.ENSP00000264220,74,1
9606.ENSP00000264228,5.3,1
9606.ENSP00000264230,24.2,1
9606.ENSP00000264231,0.3,1
9606.ENSP00000264233,12.2,1
9606.ENSP00000264234,0,0
9606.ENSP00000264245,5.9,1
9606.ENSP00000264246,0,0
9606.ENSP00000264249,20.2,1
9606.ENSP00000264254,76,1
9606.ENSP00000264255,55.2,1
9606.ENSP00000264257,0,0
9606.ENSP00000264260,0,0
9606.ENSP00000264265,8.1,1
9606.ENSP00000264276,4.6,1
9606.ENSP00000264279,170.1,1
9606.ENSP00000264313,91.5,1
9606.ENSP00000264316,0,0
9606.ENSP00000264318,0,0
9606.ENSP00000264335,859.2,1
9606.ENSP00000264344,14.5,1
9606.ENSP00000264346,10.9,1
9606.ENSP00000264350,13.7,1
9606.ENSP00000264360,0,0
9606.ENSP00000264363,0,0
9606.ENSP00000264376,0.5,1
9606.ENSP00000264377,14.5,1
9606.ENSP00000264380,16.1,1
9606.ENSP00000264381,5.7,1
9606.ENSP00000264382,0,0
9606.ENSP00000264389,80.6,1
9606.ENSP00000264399,0.3,1
9606.ENSP00000264400,1.1,1
9606.ENSP00000264414,99.8,1
9606.ENSP00000264424,13.6,1
9606.ENSP00000264428,7.2,1
9606.ENSP00000264431,19.1,1
9606.ENSP00000264433,18.4,1
9606.ENSP00000264434,9.4,1
9606.ENSP00000264436,33.9,1
9606.ENSP00000264444,5.8,1
9606.ENSP00000264451,17.3,1
9606.ENSP00000264454,24.1,1
9606.ENSP00000264463,4.6,1
9606.ENSP00000264474,0,0
9606.ENSP00000264497,0,0
9606.ENSP00000264498,8.1,1
9606.ENSP00000264499,15.5,1
9606.ENSP00000264501,13.7,1
9606.ENSP00000264515,26.9,1
9606.ENSP00000264538,11.5,1
9606.ENSP00000264552,243.6,1
9606.ENSP00000264553,0,0
9606.ENSP00000264554,1.1,1
9606.ENSP00000264555,0.2,1
9606.ENSP00000264563,0.3,1
9606.ENSP00000264595,11.3,1
9606.ENSP00000264596,17.4,1
9606.ENSP00000264601,0,0
9606.ENSP00000264605,0.1,1
9606.ENSP00000264606,4,1
9606.ENSP00000264607,21.1,1
9606.ENSP00000264613,0.2,1
9606.ENSP00000264634,10,1
9606.ENSP00000264637,22.6,1
9606.ENSP00000264638,6.4,1
9606.ENSP00000264639,238.6,1
9606.ENSP00000264644,2.7,1
9606.ENSP00000264645,71.8,1
9606.ENSP00000264649,34.5,1
9606.ENSP00000264651,0,0
9606.ENSP00000264657,45.8,1
9606.ENSP00000264658,9.4,1
9606.ENSP00000264661,0,0
9606.ENSP00000264663,120.5,1
9606.ENSP00000264664,0,0
9606.ENSP00000264668,17,1
9606.ENSP00000264669,21.5,1
9606.ENSP00000264670,102.1,1
9606.ENSP00000264674,10.2,1
9606.ENSP00000264689,20.4,1
9606.ENSP00000264690,0,0
9606.ENSP00000264703,13.3,1
9606.ENSP00000264705,85.7,1
9606.ENSP00000264709,3.8,1
9606.ENSP00000264710,77.3,1
9606.ENSP00000264711,1.9,1
9606.ENSP00000264712,15.2,1
9606.ENSP00000264716,2.5,1
9606.ENSP00000264717,0.2,1
9606.ENSP00000264718,67.6,1
9606.ENSP00000264731,0,0
9606.ENSP00000264734,0,0
9606.ENSP00000264735,12.9,1
9606.ENSP00000264741,3.8,1
9606.ENSP00000264758,107.5,1
9606.ENSP00000264771,4.7,1
9606.ENSP00000264775,25.2,1
9606.ENSP00000264779,71.9,1
9606.ENSP00000264784,0,0
9606.ENSP00000264808,0,0
9606.ENSP00000264819,4.5,1
9606.ENSP00000264824,0.4,1
9606.ENSP00000264828,0,0
9606.ENSP00000264832,1.7,1
9606.ENSP00000264833,9.8,1
9606.ENSP00000264834,0,0
9606.ENSP00000264852,0.2,1
9606.ENSP00000264864,37.3,1
9606.ENSP00000264866,4.8,1
9606.ENSP00000264867,0.3,1
9606.ENSP00000264870,0,0
9606.ENSP00000264883,57,1
9606.ENSP00000264893,109.8,1
9606.ENSP00000264896,28.3,1
9606.ENSP00000264908,0.1,1
9606.ENSP00000264914,7,1
9606.ENSP00000264917,0.2,1
9606.ENSP00000264926,13.1,1
9606.ENSP00000264930,4.6,1
9606.ENSP00000264932,102.4,1
9606.ENSP00000264933,137.3,1
9606.ENSP00000264935,7.5,1
9606.ENSP00000264938,6.1,1
9606.ENSP00000264951,8.6,1
9606.ENSP00000264952,0,0
9606.ENSP00000264954,45,1
9606.ENSP00000264956,5.4,1
9606.ENSP00000264968,7.2,1
9606.ENSP00000264972,0,0
9606.ENSP00000264977,4.3,1
9606.ENSP00000264982,23.2,1
9606.ENSP00000264990,8,1
9606.ENSP00000264993,213.5,1
9606.ENSP00000264995,205.9,1
9606.ENSP00000265000,15,1
9606.ENSP00000265007,0,0
9606.ENSP00000265016,3.3,1
9606.ENSP00000265018,0,0
9606.ENSP00000265022,0,0
9606.ENSP00000265023,0,0
9606.ENSP00000265026,0.8,1
9606.ENSP00000265029,0,0
9606.ENSP00000265036,49.2,1
9606.ENSP00000265038,10.6,1
9606.ENSP00000265044,192.5,1
9606.ENSP00000265052,0.4,1
9606.ENSP00000265056,204.8,1
9606.ENSP00000265062,175.2,1
9606.ENSP00000265068,2.3,1
9606.ENSP00000265069,99,1
9606.ENSP00000265070,75.1,1
9606.ENSP00000265071,49.6,1
9606.ENSP00000265073,266.9,1
9606.ENSP00000265074,4.9,1
9606.ENSP00000265077,0.4,1
9606.ENSP00000265080,0,0
9606.ENSP00000265081,15.6,1
9606.ENSP00000265085,7.4,1
9606.ENSP00000265087,33.8,1
9606.ENSP00000265094,37.6,1
9606.ENSP00000265097,71.6,1
9606.ENSP00000265104,0,0
9606.ENSP00000265107,19.4,1
9606.ENSP00000265113,16.9,1
9606.ENSP00000265131,0,0
9606.ENSP00000265132,0,0
9606.ENSP00000265138,13.4,1
9606.ENSP00000265140,7.8,1
9606.ENSP00000265148,30.3,1
9606.ENSP00000265162,0.1,1
9606.ENSP00000265164,19.7,1
9606.ENSP00000265165,7.9,1
9606.ENSP00000265171,0.3,1
9606.ENSP00000265174,46.8,1
9606.ENSP00000265191,0,0
9606.ENSP00000265239,5.4,1
9606.ENSP00000265245,68.2,1
9606.ENSP00000265260,138,1
9606.ENSP00000265271,23.1,1
9606.ENSP00000265276,15.5,1
9606.ENSP00000265295,56.8,1
9606.ENSP00000265299,2.1,1
9606.ENSP00000265310,0,0
9606.ENSP00000265316,0.6,1
9606.ENSP00000265322,7.5,1
9606.ENSP00000265333,403.4,1
9606.ENSP00000265334,1.5,1
9606.ENSP00000265339,45.8,1
9606.ENSP00000265340,6.4,1
9606.ENSP00000265342,1.7,1
9606.ENSP00000265343,36.8,1
9606.ENSP00000265350,39.7,1
9606.ENSP00000265351,78.4,1
9606.ENSP00000265354,35,1
9606.ENSP00000265361,0.7,1
9606.ENSP00000265362,0.3,1
9606.ENSP00000265371,13.8,1
9606.ENSP00000265372,28,1
9606.ENSP00000265379,0,0
9606.ENSP00000265381,17.2,1
9606.ENSP00000265382,0.4,1
9606.ENSP00000265388,101.6,1
9606.ENSP00000265395,34.5,1
9606.ENSP00000265403,0,0
9606.ENSP00000265404,0,0
9606.ENSP00000265421,34.1,1
9606.ENSP00000265431,46,1
9606.ENSP00000265433,35.7,1
9606.ENSP00000265437,24.2,1
9606.ENSP00000265440,0,0
9606.ENSP00000265441,0,0
9606.ENSP00000265459,3.3,1
9606.ENSP00000265462,253.3,1
9606.ENSP00000265465,38.8,1
9606.ENSP00000265471,30.8,1
9606.ENSP00000265512,0,0
9606.ENSP00000265560,28.6,1
9606.ENSP00000265562,14.3,1
9606.ENSP00000265563,61,1
9606.ENSP00000265564,55.9,1
9606.ENSP00000265565,41.1,1
9606.ENSP00000265572,0,0
9606.ENSP00000265593,3.6,1
9606.ENSP00000265594,15.4,1
9606.ENSP00000265598,3.7,1
9606.ENSP00000265605,0.6,1
9606.ENSP00000265627,0,0
9606.ENSP00000265634,0.9,1
9606.ENSP00000265641,63.9,1
9606.ENSP00000265643,0,0
9606.ENSP00000265651,34.8,1
9606.ENSP00000265686,3.7,1
9606.ENSP00000265689,34.4,1
9606.ENSP00000265707,0,0
9606.ENSP00000265708,0,0
9606.ENSP00000265709,0.8,1
9606.ENSP00000265715,0.2,1
9606.ENSP00000265717,7.1,1
9606.ENSP00000265720,1.7,1
9606.ENSP00000265723,0.1,1
9606.ENSP00000265727,7,1
9606.ENSP00000265728,2.2,1
9606.ENSP00000265729,237.6,1
9606.ENSP00000265732,6.6,1
9606.ENSP00000265734,20.8,1
9606.ENSP00000265742,16.5,1
9606.ENSP00000265748,63.4,1
9606.ENSP00000265753,280.5,1
9606.ENSP00000265769,0,0
9606.ENSP00000265773,12.9,1
9606.ENSP00000265806,38.9,1
9606.ENSP00000265807,2.7,1
9606.ENSP00000265825,0,0
9606.ENSP00000265838,142.3,1
9606.ENSP00000265840,2.8,1
9606.ENSP00000265843,5.7,1
9606.ENSP00000265849,19.2,1
9606.ENSP00000265857,29.3,1
9606.ENSP00000265866,280.2,1
9606.ENSP00000265872,78.4,1
9606.ENSP00000265881,74.1,1
9606.ENSP00000265896,127.3,1
9606.ENSP00000265909,3.2,1
9606.ENSP00000265922,0,0
9606.ENSP00000265944,0,0
9606.ENSP00000265960,99.5,1
9606.ENSP00000265963,19.1,1
9606.ENSP00000265965,37.3,1
9606.ENSP00000265967,10.6,1
9606.ENSP00000265969,0.9,1
9606.ENSP00000265970,31.9,1
9606.ENSP00000265978,9.2,1
9606.ENSP00000265981,15.3,1
9606.ENSP00000265983,0,0
9606.ENSP00000265986,14.6,1
9606.ENSP00000265990,21.5,1
9606.ENSP00000266014,42.1,1
9606.ENSP00000266022,61.2,1
9606.ENSP00000266025,24.7,1
9606.ENSP00000266031,0.2,1
9606.ENSP00000266037,4.1,1
9606.ENSP00000266041,0,0
9606.ENSP00000266058,0.3,1
9606.ENSP00000266066,0,0
9606.ENSP00000266068,7.8,1
9606.ENSP00000266069,33.9,1
9606.ENSP00000266070,33.8,1
9606.ENSP00000266077,6.1,1
9606.ENSP00000266079,101.2,1
9606.ENSP00000266085,3.2,1
9606.ENSP00000266086,0,0
9606.ENSP00000266087,103.3,1
9606.ENSP00000266088,0,0
9606.ENSP00000266126,8.8,1
9606.ENSP00000266254,1.5,1
9606.ENSP00000266263,74,1
9606.ENSP00000266269,32,1
9606.ENSP00000266304,2.1,1
9606.ENSP00000266376,0,0
9606.ENSP00000266383,8,1
9606.ENSP00000266395,0,0
9606.ENSP00000266397,0,0
9606.ENSP00000266458,32,1
9606.ENSP00000266483,7.9,1
9606.ENSP00000266503,12.3,1
9606.ENSP00000266505,0,0
9606.ENSP00000266517,27.1,1
9606.ENSP00000266529,46.6,1
9606.ENSP00000266534,2.6,1
9606.ENSP00000266542,2.1,1
9606.ENSP00000266544,37.1,1
9606.ENSP00000266546,6.7,1
9606.ENSP00000266556,0,0
9606.ENSP00000266557,0,0
9606.ENSP00000266560,0.1,1
9606.ENSP00000266581,0,0
9606.ENSP00000266594,0,0
9606.ENSP00000266604,57.2,1
9606.ENSP00000266643,19.1,1
9606.ENSP00000266646,1.8,1
9606.ENSP00000266659,0.2,1
9606.ENSP00000266671,1.5,1
9606.ENSP00000266673,27.1,1
9606.ENSP00000266674,0,0
9606.ENSP00000266679,114.5,1
9606.ENSP00000266682,0,0
9606.ENSP00000266712,13.5,1
9606.ENSP00000266718,0,0
9606.ENSP00000266719,0,0
9606.ENSP00000266732,240.8,1
9606.ENSP00000266735,116.9,1
9606.ENSP00000266736,0.3,1
9606.ENSP00000266744,1.9,1
9606.ENSP00000266771,13.5,1
9606.ENSP00000266970,73.4,1
9606.ENSP00000266980,0,0
9606.ENSP00000266987,32.8,1
9606.ENSP00000266991,0,0
9606.ENSP00000267012,0,0
9606.ENSP00000267017,0.2,1
9606.ENSP00000267064,49.9,1
9606.ENSP00000267082,0,0
9606.ENSP00000267085,7.1,1
9606.ENSP00000267101,5,1
9606.ENSP00000267102,9.8,1
9606.ENSP00000267103,46.8,1
9606.ENSP00000267113,73.7,1
9606.ENSP00000267116,29,1
9606.ENSP00000267119,0,0
9606.ENSP00000267163,53.7,1
9606.ENSP00000267199,31.6,1
9606.ENSP00000267202,29.1,1
9606.ENSP00000267205,23.2,1
9606.ENSP00000267257,21.7,1
9606.ENSP00000267260,0,0
9606.ENSP00000267273,0,0
9606.ENSP00000267287,6.1,1
9606.ENSP00000267291,0,0
9606.ENSP00000267294,4.5,1
9606.ENSP00000267328,3.8,1
9606.ENSP00000267339,29.2,1
9606.ENSP00000267377,0,0
9606.ENSP00000267396,0,0
9606.ENSP00000267406,0.8,1
9606.ENSP00000267415,13.2,1
9606.ENSP00000267425,20.4,1
9606.ENSP00000267426,0.2,1
9606.ENSP00000267430,9.5,1
9606.ENSP00000267436,20.6,1
9606.ENSP00000267460,6.9,1
9606.ENSP00000267484,0.9,1
9606.ENSP00000267485,2.9,1
9606.ENSP00000267512,128.1,1
9606.ENSP00000267549,0,0
9606.ENSP00000267569,16.7,1
9606.ENSP00000267584,4.7,1
9606.ENSP00000267594,0,0
9606.ENSP00000267615,29.6,1
9606.ENSP00000267622,19.1,1
9606.ENSP00000267750,107,1
9606.ENSP00000267803,0,0
9606.ENSP00000267807,6.7,1
9606.ENSP00000267812,62.5,1
9606.ENSP00000267814,19.9,1
9606.ENSP00000267838,11,1
9606.ENSP00000267842,22.8,1
